Gender,Subject,Task,FileName,Word,Context,Vowel,F1_5,F2_5,F1_15,F2_15,F1_25,F2_25,F1_35,F2_35,F1_45,F2_45,Vowel_Duration,F1_mid
female,f2,s,sentence_task_f2_2,dug,e,\vt,573.78,1764.98,608.51,1687.33,645.05,1552.21,664.63,1484.83,670.88,1425.41,111.95,865.94
female,f2,s,sentence_task_f2_2,duck,b,\vt,586.7,1941.63,624.49,1892.2,668.13,1764.07,748.94,1745.71,784.99,1661.42,131.07,945.59
female,f2,s,sentence_task_f2_2,dutch,b,\vt,579.91,1801.69,623.44,1800.46,664.52,1808.51,706.16,1803.23,739.86,1780.92,96.53,869.94
female,f2,s,sentence_task_f2_2,dan,b,\ae,576.73,1974.11,695.96,2009.5,786.39,2003.09,830.76,1998.97,816.58,2012.97,183.05,912.74
female,f2,s,sentence_task_f2_2,duck,e,\vt,586.23,1785.17,624.48,1757.57,658.74,1715.93,687.01,1664.75,699.99,1610.69,78.78,932.78
female,f2,s,sentence_task_f2_2,dash,b,\ae,633.62,2001.47,745.45,2022.2,781.26,1922.06,827.34,1864.04,845.01,1782.1,206.34,851.27
female,f2,s,sentence_task_f2_2,dub,e,\vt,590.65,1797.46,688.9,1794.8,740.59,1728.77,757.29,1681.73,745.88,1572.03,118.1,865.56
female,f2,s,sentence_task_f2_2,bud,b,\vt,534.13,1182.05,625.73,1287.46,715.74,1391.17,760.84,1488.44,762.72,1557.68,128.4,944.62
female,f2,s,sentence_task_f2_2,bud,e,\vt,455.6,1267.23,547.17,1218.69,584.91,1308.97,602.43,1348.08,630.29,1408.02,105,852.97
female,f2,s,sentence_task_f2_2,bug,b,\vt,555.82,1226.12,621.65,1290.27,670.02,1357.09,714.03,1392.17,719.76,1409.33,116.78,889.24
female,f2,s,sentence_task_f2_2,bat,b,\ae,569.99,1497.16,721.04,1691.15,822.97,1825.24,876.87,1861,901.72,1863.35,143.23,915.65
female,f2,s,sentence_task_f2_2,but,e,\vt,553.46,1206.29,603.87,1222.12,625.19,1256.5,675.46,1289.17,717.95,1329.02,67.49,870.91
female,f2,s,sentence_task_f2_2,bad,e,\ae,699.53,1679.3,790.65,1808.22,815.83,1844.83,872.13,1933.78,888.06,1976.16,184.34,900.89
female,f2,s,sentence_task_f2_2,buck,b,\vt,603.97,1343.29,628.93,1301.73,674.18,1346.16,720.64,1372.22,753.11,1393.8,78.34,913.58
female,f2,s,sentence_task_f2_2,dug,b,\vt,557.46,1698.27,606.36,1785.85,644.56,1652.68,689.25,1546.7,713.52,1505.35,124.15,855.97
female,f2,s,sentence_task_f2_2,dan,e,\ae,577.6,2045.25,662.73,2031.53,708.41,2005.11,736.94,1991.56,909.69,2007.79,177.59,879.71
female,f2,s,sentence_task_f2_2,dab,b,\ae,610.9,2093.52,748.63,2094.55,834.48,2011.04,862.46,1960.25,894.41,2030.96,203.95,953.86
female,f2,s,sentence_task_f2_2,badge,b,\ae,606.81,1615.98,749.85,1840.79,794.5,1865.15,818.09,1850.33,864.15,1903.93,178.44,842.28
female,f2,s,sentence_task_f2_2,dad,e,\ae,572.73,1947.93,613.57,1873.78,677.68,1850.27,795.53,1882.38,843.93,1891.46,181.78,854.02
female,f2,s,sentence_task_f2_2,bag,e,\ae,621.9,1627.44,743.91,1716.86,844.51,1784.69,907.19,1788.85,883.01,1734.08,172.73,372.93
female,f2,s,sentence_task_f2_2,dull,e,\vt,570.84,1746.86,637.24,1649.02,679.67,1550.92,704.24,1541.43,565.24,1493.98,241.47,845.88
female,f2,s,sentence_task_f2_2,dam,b,\ae,603.41,1957.99,705.76,1978.41,770.48,1937.65,793.54,1928.49,828.36,1924.54,204.47,872.6
female,f2,s,sentence_task_f2_2,dull,b,\vt,579.55,1846.26,618.57,1758.38,665.59,1686.94,685.93,1638.07,670.53,1576.8,145.73,392.81
female,f2,s,sentence_task_f2_2,dutch,e,\vt,528.41,1789.45,572.14,1724.67,589.99,1674.58,619.31,1628.93,648.77,1576.04,85.09,874.85
female,f2,s,sentence_task_f2_2,budge,e,\vt,560.98,1240.87,617.99,1287.84,675.48,1368.22,728.24,1463.83,745.15,1513.35,87.23,774.19
female,f2,s,sentence_task_f2_2,dash,e,\ae,564.63,1878.43,634.25,1905.19,731.54,1940.29,776.05,1956.36,781.17,1885.79,175.75,798.53
female,f2,s,sentence_task_f2_2,bug,e,\vt,586.01,1266.59,658.07,1324.58,732.01,1405.89,773.34,1519.75,776.78,1532.27,108.49,795.12
female,f2,s,sentence_task_f2_2,back,e,\ae,651.46,1642.14,774.37,1761.14,842.08,1835.77,871.23,1869.11,890.66,1881.48,130.16,757.81
female,f2,s,sentence_task_f2_2,dab,e,\ae,583.15,1928.89,708.96,1955.44,763.47,1957.7,817.74,1941.35,849.33,1886.07,180.1,731.62
female,f2,s,sentence_task_f2_2,badge,e,\ae,657.26,1706.84,764.49,1825.28,819.52,1875.72,840.38,1918.64,833.06,1945.54,167.68,784.33
female,f2,s,sentence_task_f2_2,bag,b,\ae,649.25,1692.84,762.83,1832.97,812.05,1862.5,836.05,1870.31,832,1891.66,202.73,776.86
female,f2,s,sentence_task_f2_2,back,b,\ae,653.21,1509.02,779.85,1708.68,846.46,1784.64,903.37,1813.83,923.65,1832.86,149.28,811.69
female,f2,s,sentence_task_f2_2,but,b,\vt,581.42,1193.84,640.66,1229.78,709.18,1329.5,757.33,1401.89,775.24,1434.32,97.95,501.9
female,f2,s,sentence_task_f2_2,buck,e,\vt,599.24,1135.18,645.77,1153.31,690.4,1177.45,722.32,1190.08,754.24,1214.99,68.81,802.63
female,f2,s,sentence_task_f2_3,dam,e,\ae,562.16,1909.93,637.05,1974.43,705.4,1893.5,801.32,1904.58,879.34,1884.99,170.23,847.39
female,f2,s,sentence_task_f2_3,dub,b,\vt,524.19,1876.61,604.78,1826.27,642.79,1724.49,669.62,1624.21,702.71,1563.49,129.34,840.1
female,f2,s,sentence_task_f2_3,bad,b,\ae,656.36,1746.18,776.93,1894.57,833.6,1901.31,858.41,1893.96,901.22,1910.05,179.75,814.16
female,f2,s,sentence_task_f2_3,budge,b,\vt,610.84,1314.66,688.94,1384.79,759.96,1441.47,791.35,1461.86,804.94,1487.2,110.33,785.95
female,f2,s,sentence_task_f2_3,dad,b,\ae,569.24,1959.41,654.38,2078.54,744.84,2029.57,782.18,2026.91,802.53,1977.89,167.92,754.03
female,f2,s,sentence_task_f2_3,bat,e,\ae,589.42,1541.75,667.85,1663.11,753.71,1766.71,785.48,1775.97,812.72,1766.79,99.76,783.14
female,f2,s,sentence_task_f2_3,dug,e,\vt,520.97,1789.77,599.59,1798.23,654.34,1757.2,708.6,1714.12,728.32,1636.74,124.16,821.05
female,f2,s,sentence_task_f2_3,duck,b,\vt,561.67,1834.87,625.84,1818.52,678.21,1782.74,758.63,1721.74,802.63,1646.51,94.8,853.65
female,f2,s,sentence_task_f2_3,dutch,b,\vt,573.15,1803.33,611.31,1736.74,643.99,1722.21,683.8,1697.64,732.69,1651.77,76.31,839.58
female,f2,s,sentence_task_f2_3,dan,b,\ae,523.26,1932.79,633.46,2008.22,712.98,2020.7,790.93,2001.6,896.28,1965.73,166.47,909.95
female,f2,s,sentence_task_f2_3,duck,e,\vt,572.69,1864.68,606.66,1796.32,654.09,1741.32,709.89,1700.61,727.64,1636.95,80.45,805.62
female,f2,s,sentence_task_f2_3,dash,b,\ae,541.16,1943.31,612.47,1939.02,684,1908,740.93,1873.39,764.13,1863.64,95.35,795.92
female,f2,s,sentence_task_f2_3,dub,e,\vt,499.1,1741.86,597.37,1765.88,654.89,1748.95,697.13,1689.93,711.76,1627.54,112.96,853.55
female,f2,s,sentence_task_f2_3,bud,b,\vt,580.75,1283.89,662.68,1384.82,708.81,1464.12,739.38,1480.16,769.02,1555.61,119.88,781.24
female,f2,s,sentence_task_f2_3,bud,e,\vt,592.43,1267.92,663.72,1378.89,733.65,1439.6,757.29,1438.59,782.68,1451.33,107.78,757.58
female,f2,s,sentence_task_f2_3,bug,b,\vt,530.16,1281.73,651.67,1370.93,721.49,1448.69,767.14,1475.44,771.76,1464.34,132.9,799.83
female,f2,s,sentence_task_f2_3,bat,b,\ae,524.3,1531.17,694.26,1735.92,766.09,1841.99,800.72,1851.07,824.44,1861.39,129.28,791.22
female,f2,s,sentence_task_f2_3,but,e,\vt,580.14,1168.66,619.68,1226.99,649.88,1275.61,680.53,1334.55,716.27,1421.65,64.9,873.33
female,f2,s,sentence_task_f2_3,bad,e,\ae,689.69,1636,789.48,1772.54,825.01,1775.29,863.39,1782.36,869.51,1771.07,145.49,865.23
female,f2,s,sentence_task_f2_3,buck,b,\vt,649.63,1164.77,701.78,1209.3,754.07,1268.39,803.49,1321.13,830.17,1352.72,79.34,815.84
female,f2,s,sentence_task_f2_3,dug,b,\vt,570.37,1798.99,631.09,1812.22,683.29,1754.68,737.95,1721.7,751.19,1677.65,113.01,742
female,f2,s,sentence_task_f2_3,dan,e,\ae,591.33,1854.93,712.12,1925.35,786.76,1954.47,837.57,1963.84,834.52,1941.6,155.21,734.11
female,f2,s,sentence_task_f2_3,dab,b,\ae,527.67,1869.85,628.08,1655.47,707.58,1738.17,812.74,2014.37,880.63,1981.1,189.13,730.88
female,f2,s,sentence_task_f2_3,badge,b,\ae,679.9,1573.58,796.25,1706.56,837.13,1723.5,866.61,1791.52,857.52,1824.7,170.28,731.89
female,f2,s,sentence_task_f2_3,dad,e,\ae,524.38,2152.08,605.22,1565.97,657.29,2180.1,747.71,2111.53,783.5,1970.87,152.59,703.95
female,f2,s,sentence_task_f2_3,bag,e,\ae,623.14,1516.22,776.88,1683.35,845.09,1738.89,857.38,1707.94,884.85,1642.26,190.46,734.44
female,f2,s,sentence_task_f2_3,dull,e,\vt,500.35,1686.2,605.8,1723.13,653.03,1693.86,684.32,1632.4,719.42,1587.99,139.31,713.84
female,f2,s,sentence_task_f2_3,dam,b,\ae,530.16,1971.23,656.92,2030.24,776.96,1943.31,837.61,1920.89,831.01,1862.68,173.16,780.38
female,f2,s,sentence_task_f2_3,dull,b,\vt,545.3,1756.6,682.93,1684.3,767.52,1566.05,744.49,1436.24,705.78,1358.98,224.8,713.7
female,f2,s,sentence_task_f2_3,dutch,e,\vt,550.24,1791.45,606.93,1737.18,645.97,1703.64,675.42,1676.45,706.97,1662.25,83.51,790.86
female,f2,s,sentence_task_f2_3,budge,e,\vt,584.58,1218.86,626.96,1260.81,660.09,1336.19,702.09,1436.71,737.89,1548.08,99.42,706.35
female,f2,s,sentence_task_f2_3,dash,e,\ae,561.92,1912.24,667.67,1921.09,760.59,1940.79,807.76,1975.96,846.26,1935.99,171.42,725.9
female,f2,s,sentence_task_f2_3,bug,e,\vt,595.54,1250.64,665.05,1318.17,741.02,1416.64,786.28,1466.61,811.61,1473.14,106.57,744.21
female,f2,s,sentence_task_f2_3,dab,e,\ae,604.47,2004.03,672.82,2013.48,763.96,1964.45,803.32,1879.1,869.61,1899.85,127.23,759.45
female,f2,s,sentence_task_f2_3,badge,e,\ae,622.49,1575.19,768.59,1806.5,837.48,1845.55,878.4,1857.41,890.99,1856.75,157.55,684.01
female,f2,s,sentence_task_f2_3,bag,b,\ae,640.56,1622.38,757.55,1830.07,809.3,1829.43,825.44,1840.6,858.05,1875.58,179.28,709.4
female,f2,s,sentence_task_f2_3,back,b,\ae,601.58,1574.65,709.27,1704.23,804.37,1796.96,856.07,1791.24,892.8,1812.07,108.05,695.65
female,f2,s,sentence_task_f2_3,but,b,\vt,649.68,1228.28,704.09,1274.5,746.28,1329.36,778.21,1384.85,801.3,1406.59,69.49,719.89
female,f2,s,sentence_task_f2_3,buck,e,\vt,601.47,1167.52,634.86,1189.27,678.61,1215.27,732.24,1245.34,753.92,1272.75,57.7,702.79
female,f2,s,sentence_task_f2_5,dam,e,\ae,547.24,1868.42,620.66,1979.05,645.94,1994.28,703.16,1973.02,748.04,1942.2,158.63,768.87
female,f2,s,sentence_task_f2_5,dub,b,\vt,596.84,1859.22,639.34,1778.67,721.93,1700.64,752.63,1616.64,745.35,1494.27,139.9,758.68
female,f2,s,sentence_task_f2_5,bad,b,\ae,641.75,1580.2,810.16,1839.3,862.07,1914.86,885.09,1920.58,890.54,1931.09,210.6,752.96
female,f2,s,sentence_task_f2_5,budge,b,\vt,616.39,1239.53,680.23,1290.99,749.89,1380.91,782.77,1444.63,784.74,1507.49,111.55,698.74
female,f2,s,sentence_task_f2_5,dad,b,\ae,610.09,1899.9,709.87,1933.15,820.62,1917.57,854.95,1885.72,875.73,1968.6,202.9,684.67
female,f2,s,sentence_task_f2_5,bat,e,\ae,633.6,1543.88,773.02,1686.8,856.36,1718.6,883.83,1761.09,889.37,1817.73,124.09,709.25
female,f2,s,sentence_task_f2_5,dug,e,\vt,542.25,1708,631.35,1754.63,675.62,1660.07,739.23,1652.9,761.6,1630.32,122.12,731.27
female,f2,s,sentence_task_f2_5,duck,b,\vt,552.7,1799.7,605.61,1822.36,646.61,1796.8,677.71,1731.18,720.45,1704.82,54,732.65
female,f2,s,sentence_task_f2_5,dutch,b,\vt,576.97,1835.53,628.92,1833.85,678.12,1839.77,703.76,1803.33,749.03,1771.59,66.54,806.71
female,f2,s,sentence_task_f2_5,dan,b,\ae,607.6,2117.23,674.31,1936.54,702.02,1692.08,766.6,2099.35,632.42,1445.71,177.1,746.98
female,f2,s,sentence_task_f2_5,duck,e,\vt,544.22,1813.59,599.95,1878.65,654.8,1870.62,675.35,1802.07,682.57,1694.3,100.06,700.56
female,f2,s,sentence_task_f2_5,dash,b,\ae,598.77,1857.43,710.37,1935.07,753.04,1932.36,787.5,1910.71,789.67,2003.87,177.56,802.22
female,f2,s,sentence_task_f2_5,dub,e,\vt,601.57,1757.42,664.05,1730.62,727.42,1697.38,783.82,1675.98,804.57,1622.54,97.41,674.49
female,f2,s,sentence_task_f2_5,bud,b,\vt,610.62,1216.71,710.19,1292.48,750.92,1400.02,778.71,1439.3,801.8,1493.3,129.63,669.88
female,f2,s,sentence_task_f2_5,bud,e,\vt,555.66,1128.12,640.28,1221.27,704.37,1318.39,758.29,1497.25,770.33,1552.37,113.53,685.39
female,f2,s,sentence_task_f2_5,bug,b,\vt,589.98,1215.38,664.61,1259.69,728.93,1275.03,766.35,1287.31,780.46,1289.85,128.27,635.43
female,f2,s,sentence_task_f2_5,bat,b,\ae,682.89,1745.96,848.71,1933.44,876.17,1961.11,890.46,1953.58,905.26,1899.85,197.61,690
female,f2,s,sentence_task_f2_5,but,e,\vt,527.93,1097.8,608.34,1171.84,669.19,1227.93,731.46,1269.66,777.13,1392.92,93.04,676.86
female,f2,s,sentence_task_f2_5,bad,e,\ae,670.95,1623.89,804.05,1771.81,868.7,1852.99,899.37,1861.68,930.62,1843.13,167.49,721.79
female,f2,s,sentence_task_f2_5,buck,b,\vt,646.48,1181.46,724.51,1223.22,769.41,1242.45,784.29,1231.17,794.52,1277.97,84.07,703.9
female,f2,s,sentence_task_f2_5,dug,b,\vt,596.68,1872.65,687.83,1802.45,756.6,1684.98,783.48,1497.45,798.27,1412.33,123.14,730.69
female,f2,s,sentence_task_f2_5,dan,e,\ae,586.95,1924.03,719.36,1945.96,806.1,1977.76,831.33,2007.37,832.83,1927.12,156.3,692.85
female,f2,s,sentence_task_f2_5,dab,b,\ae,623.16,1935.8,710.22,1963.83,793.39,1931.65,839.61,1904.82,817.53,1857.26,188.46,669.35
female,f2,s,sentence_task_f2_5,badge,b,\ae,623.46,1483.48,774.17,1704.59,822.44,1806.92,834.79,1828.86,855.65,1873.46,173.71,646.93
female,f2,s,sentence_task_f2_5,dad,e,\ae,587.78,1810.88,708.57,1835.1,817.76,1818.57,838.94,1696.93,862.77,1838.87,174.05,707.17
female,f2,s,sentence_task_f2_5,bag,e,\ae,672.31,1577.5,817.74,1780.78,857.05,1794.61,878.31,1842.64,907.39,1853.09,174.45,657.9
female,f2,s,sentence_task_f2_5,dull,e,\vt,621.09,1760.88,680.89,1451.97,718.08,1328.02,695.05,1142.74,630.3,1127.69,239.37,727.64
female,f2,s,sentence_task_f2_5,dam,b,\ae,635.5,1941.93,772.56,1991.65,859.66,1940.73,916.2,1939.53,944.95,1968.3,215.08,670.51
female,f2,s,sentence_task_f2_5,dull,b,\vt,648.43,1787.51,751.8,1722.35,825.47,1601.44,815.16,1504.5,803.33,1569.04,190.32,725.52
female,f2,s,sentence_task_f2_5,dutch,e,\vt,608.57,1731.05,657.6,1749.6,682.5,1725.88,707.18,1714.57,740.31,1707.26,70.07,724.83
female,f2,s,sentence_task_f2_5,budge,e,\vt,621.72,1225.05,657.64,1266.5,728.38,1326.62,793.67,1434.34,807.69,1503.88,96.68,731.34
female,f2,s,sentence_task_f2_5,dash,e,\ae,637.21,1930.67,720.44,1870.93,828.53,1975.23,852.94,1939.72,866.88,1922.88,188.37,713.52
female,f2,s,sentence_task_f2_5,bug,e,\vt,581.23,1239.97,672.33,1311.61,740.97,1340.08,788.63,1375.38,795.21,1373.09,123.31,804.16
female,f2,s,sentence_task_f2_5,back,e,\ae,594.91,1436.84,699.78,1542.99,813.49,1694.82,852.2,1753.74,902.92,1792.15,117.05,698.86
female,f2,s,sentence_task_f2_5,dab,e,\ae,609.05,1942.86,703.18,1931.92,790.39,1911.01,826.99,1862.73,839.64,1835.56,189.06,745.77
female,f2,s,sentence_task_f2_5,badge,e,\ae,628.48,1648.72,716.61,1793.03,804.13,1925.98,837.63,1947.07,840.35,1941.4,171.18,680.44
female,f2,s,sentence_task_f2_5,bag,b,\ae,659.55,1614.66,772.01,1844.3,846.24,1952.97,851.11,1966.26,853.51,1932.49,228.2,730.06
female,f2,s,sentence_task_f2_5,back,b,\ae,707.82,1725.75,810.95,1819.4,890.98,1848.09,921.6,1842.36,959.42,1842.03,132.31,706.12
female,f2,s,sentence_task_f2_5,but,b,\vt,634.4,1202.16,706.37,1263.62,768.47,1333.24,824.13,1441.31,846.78,1484.74,85.66,851.38
female,f2,s,sentence_task_f2_5,buck,e,\vt,614.28,1164.59,690.22,1197.64,752.09,1224.9,794.39,1243.52,811.09,1273.01,81.41,715.02
female,f3,p,picture_task_f3_2,dam,e,\ae,584.16,1829.86,700.05,1733.89,798.55,1712.49,877.31,1640.23,951.12,1194.45,212.4,819.31
female,f3,p,picture_task_f3_2,dub,b,\vt,597.85,1642.21,711.02,1596.6,780.42,1565.38,806.1,1524.46,837.68,1486.36,140.26,856.62
female,f3,p,picture_task_f3_2,bad,b,\ae,777.13,1514.57,890.24,1510.61,919.18,1287.46,952.61,1482.1,970.38,1390.52,254.39,846.52
female,f3,p,picture_task_f3_2,budge,b,\vt,672.69,1270.23,771.12,1321.69,796.47,1352.81,810.65,1364.37,829.68,1363.42,136.06,849.67
female,f3,p,picture_task_f3_2,dad,b,\ae,656.54,1845.75,760.29,1754.12,851.09,1679.44,887.77,1634.7,914.96,1609.5,232.48,767.86
female,f3,p,picture_task_f3_2,bat,e,\ae,750.59,1502.24,816.61,1539.04,896.81,1553.4,954.9,1562.17,979.82,1579.66,198.03,781.83
female,f3,p,picture_task_f3_2,dug,e,\vt,555.39,1741.3,698.54,1627.79,818.7,1611.86,842.16,1545.72,905.02,1491.6,183.91,782.92
female,f3,p,picture_task_f3_2,duck,b,\vt,561.46,1705.54,671.2,1640.41,784.46,1617.03,812.95,1576.48,856.38,1544.19,119.11,794.86
female,f3,p,picture_task_f3_2,dutch,b,\vt,592.19,1785.5,680.93,1648.93,768.72,1650.57,809.62,1640.06,865.94,1604.64,131,822.78
female,f3,p,picture_task_f3_2,dan,b,\ae,634.46,1857.6,775.41,1834.04,799.45,1449.85,897.18,1544.64,949.26,1716.03,229.38,955.4
female,f3,p,picture_task_f3_2,duck,e,\vt,558.43,1683.4,664.56,1655.12,738.63,1661.94,813.07,1631.67,837.91,1556.13,131.42,927.16
female,f3,p,picture_task_f3_2,dash,b,\ae,601.75,1834.77,772.54,1822.79,832.32,1524.21,915.14,1359.15,926.05,1493.7,241.62,812.77
female,f3,p,picture_task_f3_2,dub,e,\vt,538.03,1780.96,651,1614.15,748.2,1557.19,773.86,1501.39,813.67,1449.13,140.67,783.28
female,f3,p,picture_task_f3_2,bud,b,\vt,604.56,1179.84,696.07,1176.63,765.13,1200.51,787.42,1227.13,815.55,1263.26,140.37,889.67
female,f3,p,picture_task_f3_2,bud,e,\vt,716.15,1294.02,765.15,1314.34,781.09,1317.04,793.53,1313.48,814.12,1310.29,153.19,858.55
female,f3,p,picture_task_f3_2,bat,b,\ae,770.02,1516.41,834.46,1370.58,870.3,1628.67,939.31,1638.68,984.3,1642.11,158.16,829.17
female,f3,p,picture_task_f3_2,but,e,\vt,700.99,1247.34,775.53,1299.38,788.13,1302.72,811.58,1301.62,834.77,1286.89,110.74,903.82
female,f3,p,picture_task_f3_2,bad,e,\ae,668.08,1583.69,806.24,1590.91,865.08,1577.13,929.87,1463.55,959.67,1549.38,254.28,816.66
female,f3,p,picture_task_f3_2,buck,b,\vt,648.11,1252.51,745.61,1303.65,806.12,1343.98,823.27,1348.77,845.35,1346.63,92.13,775.78
female,f3,p,picture_task_f3_2,dug,b,\vt,505.78,1692.46,641.31,1597.81,771.3,1557.87,828.53,1513.5,899.8,1475.57,162.88,874.74
female,f3,p,picture_task_f3_2,dan,e,\ae,642.98,1454.33,787.65,1486.98,832.42,1800.04,734.38,1179.14,985.94,1757.19,203.63,808.66
female,f3,p,picture_task_f3_2,dab,b,\ae,607.95,1840.42,738.75,890.03,823,1547.76,901.85,1275.24,914.81,1677.07,258.22,786.87
female,f3,p,picture_task_f3_2,badge,b,\ae,751.14,1672.13,850.89,1678.33,930.66,1679.56,955.11,1688.95,976.07,1674.9,278.14,814.57
female,f3,p,picture_task_f3_2,dad,e,\ae,569.59,1820.85,378.73,1062.16,796.53,1650.17,849.37,1712.78,937.93,1608.22,261.62,811.87
female,f3,p,picture_task_f3_2,bag,e,\ae,761.11,1694.88,839.08,1691.06,923.04,1685.1,953.98,1684.08,950.99,1679.53,249.87,831.22
female,f3,p,picture_task_f3_2,dull,e,\vt,573.4,1727.02,708.73,1656.85,794.57,1614.21,835.13,1506.52,903.13,1452.94,166.34,827.25
female,f3,p,picture_task_f3_2,dam,b,\ae,632.89,1847,759.61,1791.53,822.47,1737.32,920.09,1738.88,969.03,1724.31,234.44,842.17
female,f3,p,picture_task_f3_2,dull,b,\vt,592.61,1649.13,740.11,1622.83,798.52,1499.78,865.16,1441.72,871.69,1414.87,202.51,821.18
female,f3,p,picture_task_f3_2,dutch,e,\vt,521.98,1769.56,657.62,1688.9,773.25,1629.59,817.59,1543.15,882.54,1496.18,142.17,834.99
female,f3,p,picture_task_f3_2,budge,e,\vt,609,1240.09,720.82,1282.87,765.54,1304.67,785.84,1318.18,797.17,1327.2,163.73,671.18
female,f3,p,picture_task_f3_2,dash,e,\ae,566.46,1771.84,708.17,1794.03,783.91,1706.47,864.02,1693.01,899.42,1684.07,241.6,672.33
female,f3,p,picture_task_f3_2,back,e,\ae,723.16,1591.87,784.25,1632.56,850.84,1637.02,908.87,1640.29,921.92,1638.78,170.03,572.96
female,f3,p,picture_task_f3_2,dab,e,\ae,565.13,1818.99,722.92,1820.86,799.55,1745.14,848.25,1690.28,908.75,1659.85,244.23,677.29
female,f3,p,picture_task_f3_2,badge,e,\ae,713.95,1671.7,801.19,1677.62,891.97,1646.01,907.37,1615.46,938.02,1598.48,225.07,668.52
female,f3,p,picture_task_f3_2,bag,b,\ae,767.71,1658.55,883.12,1654.26,908.59,1716.43,938.95,1746.3,979.11,1759.34,246.71,654.23
female,f3,p,picture_task_f3_2,back,b,\ae,645.52,1564.43,788.81,1683.2,882.22,1618.56,922.47,1625.72,928.46,1711.76,179.18,634.78
female,f3,p,picture_task_f3_2,but,b,\vt,730.8,1293.15,784.57,1319,817.18,1324.96,861.8,1326.03,890.85,1348,119.19,676.5
female,f3,p,picture_task_f3_3,dam,e,\ae,591.28,1876.31,695.06,1108.01,761.53,1457.62,779.99,1692.13,828.57,1591.64,228.27,671.9
female,f3,p,picture_task_f3_3,dub,b,\vt,538.15,1610.25,629.92,1545.83,731.89,1491.33,768.38,1423.09,789.24,1384.56,147.59,652.55
female,f3,p,picture_task_f3_3,bad,b,\ae,749.61,1531.72,833.47,1556.88,859.68,1556.33,887.76,1554.14,912.63,1523.69,224.76,616.72
female,f3,p,picture_task_f3_3,budge,b,\vt,672.99,1192.01,744.82,1260.12,759.89,1284.81,777.2,1295.81,807.29,1374.18,123.37,678.79
female,f3,p,picture_task_f3_3,dad,b,\ae,630.16,1802.06,796.02,1792.21,822.37,1760.88,896.96,1723.46,918.5,1334.01,212.3,663.12
female,f3,p,picture_task_f3_3,bat,e,\ae,782.31,1663.12,856.29,1630.52,918.98,1607.82,933.49,1585.9,936.22,1581.76,192.29,644.34
female,f3,p,picture_task_f3_3,dug,e,\vt,562.64,1689.89,696.04,1680.1,779.07,1635.53,827.5,1541.24,874.44,1479.7,172,688.47
female,f3,p,picture_task_f3_3,duck,b,\vt,542.71,1742.02,617.48,1626.02,708.42,1622.03,770.79,1603.3,803.36,1552.8,114.36,692.27
female,f3,p,picture_task_f3_3,dutch,b,\vt,567.71,1682.8,651.27,1631.22,626.33,1175.65,834.65,1583.87,867.74,1558.8,146.56,645.64
female,f3,p,picture_task_f3_3,dan,b,\ae,592.64,1859.21,749.89,1831.37,867.23,1863.29,920.11,1706.81,930.89,1675.35,239.81,676.09
female,f3,p,picture_task_f3_3,duck,e,\vt,565.97,1773.91,635.8,1703.18,706.39,1676.81,769.54,1660.49,797.39,1629.17,93.95,696.96
female,f3,p,picture_task_f3_3,dash,b,\vt,550.91,1805.5,670.99,1761.68,766.17,1785.76,788.94,1735.41,850.97,1691.13,223.24,631.63
female,f3,p,picture_task_f3_3,dub,e,\vt,434.51,1867.87,578.42,1738.07,662.81,1604.43,763.05,1606.42,776.61,1514.04,177.31,586.14
female,f3,p,picture_task_f3_3,bud,b,\vt,651.12,1224.89,722.12,1233.08,750.57,1235.9,783.58,1245.03,801.41,1257.1,132.35,597.25
female,f3,p,picture_task_f3_3,bud,e,\vt,638.61,1243.85,733,1267.58,759.94,1269.23,779.43,1267.25,812.66,1273.12,133.09,646.94
female,f3,p,picture_task_f3_3,bat,b,\ae,709.9,1536.56,762.96,1592.43,848.19,1590.88,873.65,1575.02,896.55,1551.84,190.83,634.72
female,f3,p,picture_task_f3_3,but,e,\vt,527.67,1147.35,582.64,1141.07,636.11,1152.83,692.75,1181.05,725.41,1192.49,131.53,677.24
female,f3,p,picture_task_f3_3,bad,e,\ae,746.6,1579.8,861.44,1630.27,906.29,1628.14,924.35,1641.07,937.05,1624.91,239.72,664.12
female,f3,p,picture_task_f3_3,buck,b,\vt,655.98,1323.77,751.98,1350.94,788.68,1357.69,809.49,1356.4,846.19,1346.87,101.62,639.28
female,f3,p,picture_task_f3_3,dug,b,\vt,540.85,1704.87,622.01,1621.06,698.93,1211.08,755.45,1530.57,789.66,1409.47,141.07,645.97
female,f3,p,picture_task_f3_3,dan,e,\ae,542.85,1883.94,671.42,867.38,751.92,1752.01,847.04,1793.13,913.16,1767.54,261.88,626.91
female,f3,p,picture_task_f3_3,dab,b,\ae,568.02,1873.5,725.13,1771.88,795.24,1510.41,887.92,1776.93,924.38,1730.08,249.36,681.39
female,f3,p,picture_task_f3_3,badge,b,\ae,755.23,1668.52,865.5,1692.17,898.68,1705.33,913.54,1705.31,934.28,1703.64,238.69,605.26
female,f3,p,picture_task_f3_3,dad,e,\ae,569.26,1863.59,737.57,1090.16,832.47,1744.57,918.74,1701.74,935.54,1677.2,288.41,684.46
female,f3,p,picture_task_f3_3,bag,e,\ae,793.38,1551.37,914.73,1639.09,930.93,1684.48,934.95,1721.4,920.31,1646.85,262.87,862.77
